Unique Identifier,Series_reference,Period,Data_value,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2
Transaction 1751,ECTM.S1AG1321,2014.12,207.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1752,ECTM.S1AG1321,2015.01,124.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1753,ECTM.S1AG1321,2015.02,112.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1754,ECTM.S1AG1321,2015.03,123.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1755,ECTM.S1AG1321,2015.04,114.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1756,ECTM.S1AG1321,2015.05,103.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1757,ECTM.S1AG1321,2015.06,94.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1758,ECTM.S1AG1321,2015.07,107,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1759,ECTM.S1AG1321,2015.08,98.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1760,ECTM.S1AG1321,2015.09,102.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1761,ECTM.S1AG1321,2015.1,114.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1762,ECTM.S1AG1321,2015.11,123.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1763,ECTM.S1AG1321,2015.12,208.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1764,ECTM.S1AG1321,2016.01,122.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1765,ECTM.S1AG1321,2016.02,114.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1766,ECTM.S1AG1321,2016.03,119.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1767,ECTM.S1AG1321,2016.04,113.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1768,ECTM.S1AG1321,2016.05,109.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1769,ECTM.S1AG1321,2016.06,99.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1770,ECTM.S1AG1321,2016.07,109.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1771,ECTM.S1AG1321,2016.08,101.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1772,ECTM.S1AG1321,2016.09,108.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1773,ECTM.S1AG1321,2016.1,118,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1774,ECTM.S1AG1321,2016.11,130.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1775,ECTM.S1AG1321,2016.12,225.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1776,ECTM.S1AG1321,2017.01,132.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1777,ECTM.S1AG1321,2017.02,115.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1778,ECTM.S1AG1321,2017.03,126.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1779,ECTM.S1AG1321,2017.04,114.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1780,ECTM.S1AG1321,2017.05,113.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1781,ECTM.S1AG1321,2017.06,103,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1782,ECTM.S1AG1321,2017.07,114.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1783,ECTM.S1AG1321,2017.08,106.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1784,ECTM.S1AG1321,2017.09,109.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1785,ECTM.S1AG1321,2017.1,120.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1786,ECTM.S1AG1321,2017.11,137.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1787,ECTM.S1AG1321,2017.12,231.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1788,ECTM.S1AG1321,2018.01,132,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1789,ECTM.S1AG1321,2018.02,115.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1790,ECTM.S1AG1321,2018.03,125.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1791,ECTM.S1AG1321,2018.04,116.3,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1792,ECTM.S1AG1321,2018.05,115.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1793,ECTM.S1AG1321,2018.06,107.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1794,ECTM.S1AG1321,2018.07,113.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1795,ECTM.S1AG1321,2018.08,110.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1796,ECTM.S1AG1321,2018.09,111.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1797,ECTM.S1AG1321,2018.1,128.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1798,ECTM.S1AG1321,2018.11,145.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1799,ECTM.S1AG1321,2018.12,230.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1800,ECTM.S1AG1321,2019.01,138.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1801,ECTM.S1AG1321,2019.02,120.2,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1802,ECTM.S1AG1321,2019.03,130,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1803,ECTM.S1AG1321,2019.04,125.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1804,ECTM.S1AG1321,2019.05,122.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1805,ECTM.S1AG1321,2019.06,111.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1806,ECTM.S1AG1321,2019.07,118.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1807,ECTM.S1AG1321,2019.08,119.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1808,ECTM.S1AG1321,2019.09,115.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1809,ECTM.S1AG1321,2019.1,133.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1810,ECTM.S1AG1321,2019.11,164.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1811,ECTM.S1AG1321,2019.12,259,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1812,ECTM.S1AG1321,2020.01,157.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1813,ECTM.S1AG1321,2020.02,143.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1814,ECTM.S1AG1321,2020.03,131.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1815,ECTM.S1AG1321,2020.04,24.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1816,ECTM.S1AG1321,2020.05,144.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1817,ECTM.S1AG1321,2020.06,152.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1818,ECTM.S1AG1321,2020.07,152.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1819,ECTM.S1AG1321,2020.08,127.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1820,ECTM.S1AG1321,2020.09,151.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1821,ECTM.S1AG1321,2020.1,169.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 1822,ECTM.S1SG1321,2007.03,116.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1823,ECTM.S1SG1321,2007.04,117.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1824,ECTM.S1SG1321,2007.05,119.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1825,ECTM.S1SG1321,2007.06,121.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1826,ECTM.S1SG1321,2007.07,116.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1827,ECTM.S1SG1321,2007.08,121,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1828,ECTM.S1SG1321,2007.09,118.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1829,ECTM.S1SG1321,2007.1,121.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1830,ECTM.S1SG1321,2007.11,117.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1831,ECTM.S1SG1321,2007.12,122.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1832,ECTM.S1SG1321,2008.01,119.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1833,ECTM.S1SG1321,2008.02,120.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1834,ECTM.S1SG1321,2008.03,116.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1835,ECTM.S1SG1321,2008.04,120,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
Transaction 1836,ECTM.S1SG1321,2008.05,118.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,Recreational goods
